treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	0.223235435154233	2012	0.2300073381068065	1.0303352509779409
Control	0.223235435154233	2013	0.2200007978273517	0.9855101976769661
Control	0.223235435154233	2014	0.22004628063628875	0.9857139413563941
Control	0.223235435154233	2015	0.22371058717726788	1.0021284793908576
Control	0.223235435154233	2016	0.22552172060696501	1.0102415884429479
Control	0.223235435154233	2017	0.2283540132639464	1.0229290574149976
Treatment	0.22346734119523953	2012	0.2300000339197603	1.0292333219233734
Treatment	0.22346734119523953	2013	0.21999993830354694	0.9844836257810792
Treatment	0.22346734119523953	2014	0.2199994243074942	0.9844813256863539
Treatment	0.22346734119523953	2015	0.23354385724752005	1.0450916720017573
Treatment	0.22346734119523953	2016	0.23787727244923385	1.0644833879390214
Treatment	0.22346734119523953	2017	0.24110646933741142	1.0789338077225383
