treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	0.8105580326989502	2012	0.7798384657714922	0.9621007186553074
Control	0.8105580326989502	2013	0.8004800855559729	0.9875666556416445
Control	0.8105580326989502	2014	0.8218153367991708	1.0138883382140285
Control	0.8105580326989502	2015	0.8403369632587879	1.0367388013671044
Control	0.8105580326989502	2016	0.8379693513492962	1.033817836039541
Control	0.8105580326989502	2017	0.8504810760446642	1.0492537754672302
Treatment	0.18146823409981305	2012	0.18334888350132253	1.0103635185013982
Treatment	0.18146823409981305	2013	0.18658829644826128	1.0282146480007737
Treatment	0.18146823409981305	2014	0.1725617013951038	0.9509196044757321
Treatment	0.18146823409981305	2015	0.17787258059740446	0.980185769039716
Treatment	0.18146823409981305	2016	0.17328532018733747	0.9549071827746187
Treatment	0.18146823409981305	2017	0.20446827775629753	1.1267441862239853
