position	percentil	lag	tasa_media	anio
0.92	3439088.3212	2985005.1101999995	0.24952392498099538	2015
0.93	4018448.6798000024	3439088.3212	0.24932045873459277	2015
0.9400000000000001	4820122.213200003	4018448.6798000024	0.24999095196240576	2015
0.9500000000000001	5974255.548000015	4820122.213200003	0.24851165147922824	2015
0.96	7849186.49	5974255.548000015	0.24992385451042723	2015
0.97	10607362.314000003	7849186.49	0.24871233374493348	2015
0.98	16392363.027199896	10607362.314000003	0.2500205909832378	2015
0.99	34719493.339200005	16392363.027199896	0.2498019668319475	2015
0.99	34719493.339200005	34719493.339200005	NA	2015
0.991	37964815.92318003	34719493.339200005	0.2476228292423548	2015
0.992	42215232.08311994	37964815.92318003	0.2482857129007886	2015
0.993	49807831.727480024	42215232.08311994	0.2471607164788735	2015
0.994	58361921.32476043	49807831.727480024	0.24995628813090778	2015
