treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	0.7245749928169096	2012	0.7419683007604472	1.0240048416188339
Control	0.7245749928169096	2013	0.7453877326117021	1.0287240658332402
Control	0.7245749928169096	2014	0.7470280361497269	1.0309878805581285
Control	0.7245749928169096	2015	0.7264841797781902	1.002634905952051
Control	0.7245749928169096	2016	0.7037083048992837	0.971201479316167
Control	0.7245749928169096	2017	0.709698864798366	0.9794691672138585
Treatment	0.5665508206697515	2012	0.5913524058490445	1.0437764526578104
Treatment	0.5665508206697515	2013	0.5885634299398844	1.038853724091531
Treatment	0.5665508206697515	2014	0.5596138048070494	0.9877557041493621
Treatment	0.5665508206697515	2015	0.576537930825331	1.0176279157865717
Treatment	0.5665508206697515	2016	0.5433704586464939	0.9590851143841699
Treatment	0.5665508206697515	2017	0.5453751301409904	0.9626234933280511
