position	percentil	lag	tasa_media	anio
0.01	10	0	0.24149699291021004	2018
0.02	42.054	10	0.24727309596112437	2018
0.03	120	42.054	0.24320079991085777	2018
0.04	360	120	0.3123810564035748	2018
0.05	805.0635000000002	360	0.24470481379825823	2018
0.06	1358.62	805.0635000000002	0.2700726907536959	2018
0.07	2200	1358.62	0.3573221898812412	2018
0.08	3143.098	2200	0.293572891724661	2018
0.09	4193.509499999999	3143.098	0.9567486445351794	2018
0.1	5363.807000000001	4193.509499999999	0.28731007627010285	2018
0.11	6505.208900000001	5363.807000000001	0.2564622136020588	2018
0.12	7771.8060000000005	6505.208900000001	0.27119558690347445	2018
0.13	9091.568600000002	7771.8060000000005	0.267181946950614	2018
0.14	10580.8736	9091.568600000002	0.25043466427398753	2018
0.15	12145.787499999995	10580.8736	0.2543833973175321	2018
0.16	13846.233199999999	12145.787499999995	0.5671741620308032	2018
0.17	15493.198900000003	13846.233199999999	0.276987485818803	2018
0.18	17394.797	15493.198900000003	0.7221411177593202	2018
0.19	19384.776300000016	17394.797	0.46592269809377435	2018
0.2	21473.68600000001	19384.776300000016	0.8891847771084669	2018
0.21	23720.5513	21473.68600000001	1.4491966195845396	2018
0.22	25949.4064	23720.5513	0.2217808931443465	2018
0.23	28356.384500000022	25949.4064	0.2578454762639454	2018
0.24	30804.983999999997	28356.384500000022	0.24135618080362578	2018
0.25	33284.4375	30804.983999999997	0.4057435132539043	2018
0.26	36111.8814	33284.4375	0.3378651240298016	2018
0.27	38931.48860000001	36111.8814	0.4894442053164448	2018
0.28	41793.2908	38931.48860000001	0.26200908362254305	2018
0.29	45000	41793.2908	0.3316987376171795	2018
0.3	48034.251	45000	0.23419775579476798	2018
0.31	51195.648499999996	48034.251	0.27043899655535836	2018
0.32	54882.6976	51195.648499999996	0.35118617361541077	2018
0.33	58552.82980000001	54882.6976	0.2604838800934789	2018
0.34	62528.59180000001	58552.82980000001	0.2857271567307214	2018
0.35000000000000003	66564.281	62528.59180000001	0.2858182905224816	2018
0.36	70821.692	66564.281	0.2886786572677532	2018
0.37	75416.56169999998	70821.692	0.3960140635635504	2018
0.38	79837.32260000004	75416.56169999998	0.2756342047085143	2018
0.39	84639.01630000002	79837.32260000004	0.39910115794520307	2018
0.4	89789.24200000003	84639.01630000002	1.443477226128255	2018
0.41000000000000003	95435.3312	89789.24200000003	0.25507475586456363	2018
0.42	100820.641	95435.3312	1.0156820453113242	2018
0.43	106380.79920000001	100820.641	0.3738679814319109	2018
0.44	111962.60200000001	106380.79920000001	0.3096917913458266	2018
0.45	117887.20450000002	111962.60200000001	0.3925936843433542	2018
0.46	124248.87920000013	117887.20450000002	0.30829893922599194	2018
0.47000000000000003	131245.91110000003	124248.87920000013	0.3265539998202504	2018
0.48	138526.7824	131245.91110000003	0.2902742663887392	2018
0.49	146170.5232	138526.7824	5.2236202216360414	2018
0.5	154072.755	146170.5232	0.3599953743819101	2018
0.51	162141.6986	154072.755	0.37642117399885144	2018
0.52	171343.688	162141.6986	0.33174616576384447	2018
0.53	180580.35290000003	171343.688	0.4785984503586451	2018
0.54	190585.80939999997	180580.35290000003	0.33419521703989374	2018
0.55	200566.483	190585.80939999997	9.630093591887093	2018
0.56	211184.8968	200566.483	0.29072982977085393	2018
0.5700000000000001	222882.64320000002	211184.8968	0.34888039879194277	2018
0.58	235787.7126	222882.64320000002	12.520058674128606	2018
0.59	249078.62239999993	235787.7126	0.31138847864773606	2018
0.6	262706.448	249078.62239999993	0.5337587152169434	2018
0.61	277513.3449	262706.448	0.3326436384375811	2018
0.62	293942.25279999996	277513.3449	0.3087707733674231	2018
0.63	311455.0849000001	293942.25279999996	0.42601940637481733	2018
0.64	330015.80279999995	311455.0849000001	0.7543083789005408	2018
0.65	348080.8105	330015.80279999995	0.34847554513639256	2018
0.66	367500.1482	348080.8105	0.35655423997637853	2018
0.67	389965.4413000001	367500.1482	0.7223137116104049	2018
0.68	410966.8204000001	389965.4413000001	0.38507677860689155	2018
0.6900000000000001	436793.01700000005	410966.8204000001	0.4007304173568939	2018
0.7000000000000001	462517.85000000003	436793.01700000005	0.542615577197022	2018
0.71	491313.05829999986	462517.85000000003	0.33366757521131535	2018
0.72	522704.27719999943	491313.05829999986	0.4910144189763101	2018
0.73	555239.1722999999	522704.27719999943	0.4119893585147702	2018
0.74	596821.7489999998	555239.1722999999	1.086390763769376	2018
0.75	638314.72	596821.7489999998	0.9150188068675655	2018
0.76	683609.3724000007	638314.72	0.43271144600832484	2018
0.77	730839.2878000003	683609.3724000007	0.3574024969012442	2018
0.78	788885.9256000001	730839.2878000003	11.995256425778825	2018
0.79	849671.3382000002	788885.9256000001	0.8187921648222691	2018
0.8	913714.5540000001	849671.3382000002	0.7751234121757101	2018
0.81	988869.9514000003	913714.5540000001	0.6289812628888757	2018
0.8200000000000001	1068547.2486000005	988869.9514000003	2.0917747933897712	2018
0.8300000000000001	1167310.4889000023	1068547.2486000005	0.44416909441613905	2018
0.84	1285232.4923999999	1167310.4889000023	2116.0504260149314	2018
0.85	1408933.5819999997	1285232.4923999999	0.5747625695554051	2018
0.86	1558535.7226000004	1408933.5819999997	2.1664873238309728	2018
0.87	1724254.5861999998	1558535.7226000004	0.4599655813528007	2018
0.88	1917570.8984000015	1724254.5861999998	0.448807825907356	2018
0.89	2149855.0161999995	1917570.8984000015	0.9879354395071038	2018
0.9	2432055.286000002	2149855.0161999995	0.4559294351875634	2018
0.91	2781179.9982000003	2432055.286000002	0.5166264998961331	2018
