position	percentil	lag	tasa_media	anio
0.01	44.740800000000014	0.04	0.2421875875351267	2012
0.02	138.55640000000017	44.740800000000014	0.24267356961563968	2012
0.03	360	138.55640000000017	0.32149559574268344	2012
0.04	670.3600000000004	360	0.2454662128650618	2012
0.05	1200	670.3600000000004	0.2625351221656655	2012
0.06	1952.723199999999	1200	0.31859769471797994	2012
0.07	2924.890400000001	1952.723199999999	0.29076394666753125	2012
0.08	4000	2924.890400000001	0.9503204451284748	2012
0.09	5100	4000	0.29764702353501943	2012
0.1	6218.456	5100	0.24391291767671128	2012
0.11	7620	6218.456	0.2743803951073524	2012
0.12	9131.288799999998	7620	0.2630395637870098	2012
0.13	10753.296000000002	9131.288799999998	0.24922545359920092	2012
0.14	12549.200000000003	10753.296000000002	0.25243544172044696	2012
0.15	14317.882	12549.200000000003	0.5513562516404003	2012
0.16	16132.826800000003	14317.882	0.28659527546845714	2012
0.17	18032.7792	16132.826800000003	0.7109911108276495	2012
0.18	20250.077599999997	18032.7792	0.9642837498835868	2012
0.19	22360.0544	20250.077599999997	1.5809455287790204	2012
0.2	24691	22360.0544	0.2505649175030833	2012
0.21	27000	24691	0.25173933984557445	2012
0.22	29922.32	27000	0.22435445210316565	2012
0.23	32572.416400000002	29922.32	0.4091874457167046	2012
0.24	35684.812799999985	32572.416400000002	0.3101956247039004	2012
0.25	38650	35684.812799999985	0.48124263881930734	2012
0.26	42199.9928	38650	0.2569455995421601	2012
0.27	45563.52680000001	42199.9928	0.3263954627891961	2012
0.28	48977.81240000001	45563.52680000001	0.26374444047470313	2012
0.29	52418.10839999998	48977.81240000001	0.2451888582493023	2012
0.3	56446.162	52418.10839999998	0.3387503996215523	2012
0.31	60357.416800000006	56446.162	0.2429068871206615	2012
0.32	65000	60357.416800000006	0.3003540621832476	2012
0.33	69600	65000	0.2898577887826068	2012
0.34	74393.0448	69600	0.3610572213308574	2012
0.35000000000000003	79179.392	74393.0448	0.317743819767864	2012
0.36	84289.61000000002	79179.392	0.39695190375800626	2012
0.37	89428.0048	84289.61000000002	1.4093728686286475	2012
0.38	95410.9032	89428.0048	0.26602098545746666	2012
0.39	100950.916	95410.9032	1.0119997082025056	2012
0.4	107145.446	100950.916	0.3637173303764451	2012
0.41000000000000003	113329.22039999999	107145.446	0.2881610797844844	2012
0.42	119876.57159999997	113329.22039999999	0.3725467877195238	2012
0.43	126524.8592	119876.57159999997	0.3332761455383024	2012
0.44	133603.5456	126524.8592	0.31640319222762375	2012
0.45	141364.92200000002	133603.5456	0.2850659543337873	2012
0.46	149304.75400000007	141364.92200000002	4.957945793479034	2012
0.47000000000000003	157628.7652	149304.75400000007	0.3295478209232494	2012
0.48	166565.1432	157628.7652	0.36792488964585696	2012
0.49	176785.0596	166565.1432	0.3135631567119925	2012
